image_path,class_name,label_idx
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Apple_scab/1d9d67e2-5603-4710-ae2b-6cb0b922ae61___FREC_Scab 3122.JPG,Apple___Apple_scab,0
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Apple_scab/83d10707-6253-4717-8c8a-6ea3ebb1e0e1___FREC_Scab 3138.JPG,Apple___Apple_scab,0
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Apple_scab/76eca386-c7c1-4807-ae27-13c793d06e02___FREC_Scab 3272.JPG,Apple___Apple_scab,0
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/719f24ab-9127-4a77-9f7e-7b47acb9f977___JR_FrgE.S 8802.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/2478fee4-ef3a-4638-8641-f5524246f29a___JR_FrgE.S 2951.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/dddffcc1-874d-4a5a-a030-14a6e2a4bf0d___JR_FrgE.S 2958.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/448d1f3f-9794-4148-a180-7246ef9291cf___JR_FrgE.S 2930.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/48d6f0b4-71e8-418f-8558-b38b89ed3c0b___JR_FrgE.S 8569.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/f63c8d11-234c-4ff4-bd81-5c3947503038___JR_FrgE.S 3085.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/c4746563-b461-420a-9963-9a9b467c97d6___JR_FrgE.S 2742.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/eb36abb9-44c2-47e1-86fe-36c834ed7add___JR_FrgE.S 8644.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/1dfd4db7-a456-4785-bf16-f517bcaf54e8___JR_FrgE.S 3089.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/7375bf36-7a8e-4fc5-8ee8-0bee7bfb3574___JR_FrgE.S 2874.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/723e8edc-3701-4ba1-bda2-7e0ebd535797___JR_FrgE.S 2837.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/8c033a16-bdf6-46ee-ac3b-2d84a6940950___JR_FrgE.S 8614.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/fc7d3fc0-1b3c-4865-adee-3670870ec4c3___JR_FrgE.S 2913.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/3ef4204e-d2c3-42b5-ac97-0eabb3d64b3f___JR_FrgE.S 8815.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/0ebea6f4-08e4-4380-86f8-34d854697e32___JR_FrgE.S 2877.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/2b16890e-753f-4ee8-a78e-d0a7fdf8d91a___JR_FrgE.S 2838.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/b48b4bc3-f7dc-4c57-90eb-0bc29c8c1b5f___JR_FrgE.S 2744.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/7f11ba2d-0894-4240-9d41-b0e131d8e711___JR_FrgE.S 2731.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/a0953d6d-067c-4b49-86fb-162d14d2fed0___JR_FrgE.S 2796.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Black_rot/7389e6f0-9d77-41fd-b58c-e7d80c659ab6___JR_FrgE.S 8773.JPG,Apple___Black_rot,1
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/9f7d070e-f51d-4b14-86e4-6f059ea4eca7___FREC_C.Rust 0210.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/1b567c7d-1041-4240-a56c-8ea94e6252b4___FREC_C.Rust 4245.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/96bec7bd-9c12-4284-a298-d20379abb4a2___FREC_C.Rust 3815.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/c16bbb5c-bd59-4568-80a4-ac10eb488a4e___FREC_C.Rust 4274.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/d4547913-b1ce-4620-b078-dbf24ea71764___FREC_C.Rust 4197.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/d64bd246-5ab0-4b1e-b522-3f69668214d1___FREC_C.Rust 4290.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/dec47754-abfe-496b-a310-47d1fbb077ba___FREC_C.Rust 9910.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/a9c36955-73f5-43d5-9e1e-03672ed95b38___FREC_C.Rust 3893.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/811b2953-8508-4327-944e-8d999211790c___FREC_C.Rust 3891.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/3ef85bf3-728f-46d7-95cc-a5bddf34db98___FREC_C.Rust 3885.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/4dc8e2a8-4374-488a-afc6-fd0ea7f15c88___FREC_C.Rust 3991.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/77f413dd-06cd-4e01-92f9-fdb8d0320b68___FREC_C.Rust 0089.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/7b2dd7f1-d16e-47b6-8750-cfaf315aad87___FREC_C.Rust 0109.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/eb94b818-0cd7-4233-8315-1138c258eb88___FREC_C.Rust 0164.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/d4cda9ab-6b06-4551-ad3d-ee61dd78450a___FREC_C.Rust 3592.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/3fe25d8e-4497-49bd-b4e0-9c7dd3c3c6cd___FREC_C.Rust 9960.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/7ddc6bbf-42d1-4c84-b695-88077058656f___FREC_C.Rust 4079.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/92f2fe26-624c-4620-8210-0e2ff92e594d___FREC_C.Rust 4354.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/d523dfa0-a337-44db-a994-669ac6e0a87c___FREC_C.Rust 4006.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___Cedar_apple_rust/fb11d069-d664-4666-ab51-3a7a4284e495___FREC_C.Rust 3791.JPG,Apple___Cedar_apple_rust,2
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/77b8d24a-27e6-410e-97ef-faacc60c5a10___RS_HL 5831.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/2cad835a-1b47-4cad-b08e-acfd29cf5883___RS_HL 7647.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/d826b07d-a57b-4331-a451-8bb1ea264861___RS_HL 7537.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/f2904228-2cc6-4c6c-a2b5-6951a6f3535e___RS_HL 6254.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/1cbe6aef-57d4-4f2a-b8fb-0375db7084d3___RS_HL 7356.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/29745ef7-133c-4f61-a5bd-592790f81a32___RS_HL 6326.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/d1dd75fa-e0f8-4942-b530-5f6371ac9bc8___RS_HL 7427.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/b06260e3-9149-43c1-ab1d-2a592ee2b7fc___RS_HL 5825.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/871420e0-e5de-40c7-a79c-a17fe1781f8e___RS_HL 7444.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/6806c56d-b5d6-45fc-8e96-0d8def5932b9___RS_HL 5692.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/c936479f-544d-482a-a3d2-19b8bf69bf8d___RS_HL 7898.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/278e3aec-395c-457a-8fd0-ddf0ad8f3056___RS_HL 7377.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/e60576a0-8d11-4fe9-8efa-5fe763573dc7___RS_HL 7406.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/a4c37f29-8f5a-4a06-b6c4-367d523d452a___RS_HL 7374.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/72059689-4c66-4922-8702-1a8d1fef1594___RS_HL 7729.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/30995ef5-ad2d-4949-b0e0-f98b074b4a96___RS_HL 7378.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/4306468f-a177-4c65-bb9a-4167e8d33223___RS_HL 5897.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/6422d3df-4b2d-4e73-b1c9-3da9f763cb75___RS_HL 7259.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/43619607-151e-41c1-b428-89f24c177515___RS_HL 5723.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Apple___healthy/a30bee25-14fb-43d2-9ab2-b179c920839c___RS_HL 5778.JPG,Apple___healthy,3
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/c249b5a6-3a7f-41cc-9c1c-0c6b253ce802___RS_HL 0654.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/da3219a3-b0ec-43fb-ad2e-eedd7d11e212___RS_HL 5015.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/5e88a94a-3f18-411b-b943-81b501cf8bdd___RS_HL 2657.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/94c6876f-4d68-4cc4-a361-75ae56d7a885___RS_HL 0617.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/201aef7f-4e1c-4197-ae37-66ca340909bc___RS_HL 0672.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/78eedc31-b104-456b-a312-3a804a017da1___RS_HL 5090.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/6eac2d81-1878-4cd5-8602-40b02ff39cca___RS_HL 0597.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/1e6cad77-e0db-452f-9781-b45d18b465cd___RS_HL 5304.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/37721995-b612-41d8-8963-837e5b1d1510___RS_HL 0436.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/7c6c3c41-8c5f-421a-92d5-898db8939ead___RS_HL 2277.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/f4ffe8a6-b7a7-4e62-bbb0-3f1383e47abd___RS_HL 5302.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/44b995ab-dd7c-492e-aa68-f9ca7e1cf3d6___RS_HL 2358.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/04e3318d-104f-474f-b9ea-d630f366edac___RS_HL 5492.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/e829c80a-6787-4d9f-a41a-4965a19557fb___RS_HL 2456.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/767f9252-73cd-469f-9270-54b0a35b8bc9___RS_HL 0481.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/712ccd76-40fb-4399-a1e9-025f0cc4fdfa___RS_HL 5300.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/e036c3f5-aa88-4682-8797-38ae75a9d656___RS_HL 2537.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/461099d3-3abb-4983-b34e-8b7366ae327b___RS_HL 5109.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/63e05a62-1e80-4aea-975a-55a5ba1ed5f0___RS_HL 5406.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Blueberry___healthy/2d781105-f8f5-422d-96cb-d794714f89f4___RS_HL 2650.JPG,Blueberry___healthy,4
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/4e37a789-6cb3-4721-ad87-1a60f0d14912___FREC_Pwd.M 4836.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/112567fd-5046-4328-80f1-f33e01f76cbf___FREC_Pwd.M 5038.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/bfa2932f-7203-4a9c-99e7-bb0a4d887cd6___FREC_Pwd.M 4515.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/908003f7-4b82-4be9-9d9d-e2e8debb230e___FREC_Pwd.M 0453.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/5839bbe0-dd92-4b79-8c12-5ae604e7bf0d___FREC_Pwd.M 5039.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/4089802b-53ff-475e-a074-da6c0423a82a___FREC_Pwd.M 0313.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/e5914945-129f-4862-836e-0866309dc6b1___FREC_Pwd.M 4989.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/00f8611c-0f2c-4f24-8241-d1748c8bb48f___FREC_Pwd.M 0479.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/59f996b8-cda8-44d9-807e-4567efaeade8___FREC_Pwd.M 4714.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/898a840a-b4a5-4f12-830b-434e07538b2e___FREC_Pwd.M 4649.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/10defdf7-7522-4d15-b65a-b6477e950b04___FREC_Pwd.M 4971.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/67d60449-6625-4372-90fd-452fc9c345cf___FREC_Pwd.M 4550.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/0a283423-3a6d-43a4-92e5-267c8153ca45___FREC_Pwd.M 4921.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/2c9735ee-ac5b-4312-8956-beadb239456f___FREC_Pwd.M 4527.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/080a25a5-9b62-4fa7-b7fe-44fef2750e0c___FREC_Pwd.M 4673.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/5cd2f748-9c48-4014-a623-719154ad16e9___FREC_Pwd.M 0589.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/a6421f2e-fa46-45a6-9f1b-64b60cde096a___FREC_Pwd.M 4743.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/3f16d4f4-5cc6-4817-852f-6ab66dcee360___FREC_Pwd.M 0528.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/503409a9-1a72-4cbf-98ab-421139942fd9___FREC_Pwd.M 0296.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___Powdery_mildew/0a5aacba-0363-4b71-9beb-30183982d415___FREC_Pwd.M 4919.JPG,Cherry_(including_sour)___Powdery_mildew,5
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/135f64b7-91ed-40b5-a27b-9a8a602001ec___JR_HL 9878 copy.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/ab72c1fa-5d40-4bc9-a384-a99fab121811___JR_HL 9510.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/e8603072-d743-4b79-a882-3699649ffff4___JR_HL 9753.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/b98e33ce-f1b1-45ab-8429-23c303eb079a___JR_HL 3981.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/b489ce0e-ab37-4bd9-b45a-84f8d994eb0f___JR_HL 9495.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/7f127004-56f7-4f16-a34f-9d5cbaaa9f8e___JR_HL 4041.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/3e01a27d-037d-4bf8-81ee-c2ee958ebfec___JR_HL 9615.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/cbb4bd24-9572-4235-a9c1-e6b73118b7d5___JR_HL 4120.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/0cc09402-01b5-46a2-a5b1-f9b22f415eaf___JR_HL 9885 copy.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/91dda36e-1105-43e1-806f-e728843ac9a5___JR_HL 9806.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/16952b2d-daf9-47c6-b15e-c2c465bd5cf0___JR_HL 9882.JPG,Cherry_(including_sour)___healthy,6
/home/arabaya/projects/msdp-cv/final_project/ml/datasets/plantvillage/Cherry_(including_sour)___healthy/ccb0e9ab-f7d0-4a63-9ab3-d1653a807f09___JR_HL 3946.JPG,Cherry_(including_sour)___healthy,6
